person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,loan_intent_encoded,person_home_ownership_encoded,loan_grade_encoded,cb_person_default_on_file_encoded
21,19000,50.0,6000,849.0,1,32,3,3,2,0,0
26,82600,100.0,22000,1269.0,0,27,2,5,3,1,0
24,19000,30.0,7400,1385.0,1,39,2,3,2,2,0
25,19000,30.0,4000,74.0,1,21,3,0,2,0,0
23,84000,30.0,22000,1171.0,0,26,4,0,3,1,0
25,77650,80.0,22000,1148.0,1,28,3,4,3,1,0
25,82000,10.0,22000,1751.0,1,27,2,1,3,4,0
21,19012,0.0,3500,1461.0,1,18,3,0,0,3,0
23,99996,30.0,22000,788.0,0,22,4,0,3,0,0
22,19200,60.0,4950,1171.0,1,26,2,4,0,1,0
25,57000,40.0,21700,1199.0,1,38,2,4,3,1,0
24,54000,50.0,21600,1349.0,1,4,2,5,3,2,0
23,56000,80.0,21600,2121.0,1,39,4,3,3,6,1
26,63000,20.0,21600,1435.0,1,34,3,0,3,2,1
22,82000,30.0,21600,1361.0,0,26,3,4,3,2,1
22,78000,60.0,21600,1126.0,1,28,3,0,3,1,0
22,19200,0.0,2400,1059.0,0,13,3,5,2,1,0
24,112140,80.0,21600,79.0,0,19,2,3,3,0,0
25,19200,40.0,3000,1199.0,1,16,4,1,2,1,0
24,59000,50.0,21500,1689.0,1,36,3,3,3,3,0
24,70000,50.0,21500,999.0,1,31,3,2,3,1,0
24,116000,50.0,21500,1533.0,0,19,3,1,3,3,1
25,60000,50.0,21450,729.0,1,36,4,1,3,0,0
22,31000,50.0,21250,1242.0,1,69,3,0,3,1,0
25,47052,50.0,21250,1099.0,1,45,2,5,3,1,0
25,51060,90.0,21250,691.0,1,42,2,5,3,0,0
22,19200,60.0,5000,1417.0,1,26,2,0,0,2,1
22,53000,30.0,21250,1025.0,1,4,3,3,3,1,0
24,56000,80.0,21250,1595.0,1,38,3,5,3,3,1
24,65000,40.0,21250,1595.0,1,33,4,1,3,3,1
21,35000,30.0,21000,1253.0,1,6,4,5,3,1,0
22,19200,60.0,1400,1491.0,1,7,4,2,0,3,1
26,40000,30.0,21000,654.0,1,53,4,3,3,0,0
26,42000,0.0,21000,1726.0,1,5,4,3,3,5,1
23,63000,20.0,21000,1136.0,1,33,2,3,3,1,0
26,19200,50.0,4000,751.0,1,21,4,5,0,0,0
22,59000,20.0,21000,1071.0,1,36,3,4,3,1,0
22,70500,30.0,21000,1398.0,0,3,4,4,3,2,1
26,65219,110.0,21000,1409.0,1,32,3,0,3,3,0
22,75000,20.0,21000,100.0,0,28,3,1,3,1,0
22,19200,30.0,5000,1533.0,1,26,3,3,0,3,0
25,62047,90.0,21000,1632.0,1,29,4,3,3,4,1
24,79000,80.0,21000,79.0,0,27,2,2,3,0,0
23,80000,30.0,21000,1199.0,0,26,3,3,3,1,0
24,84000,80.0,21000,1075.0,0,25,4,3,3,1,0
26,85000,30.0,21000,1392.0,0,25,3,2,3,2,0
22,93000,10.0,21000,991.0,0,23,3,1,3,1,0
26,81000,100.0,21000,1695.0,1,26,3,1,3,4,1
26,97000,10.0,21000,79.0,0,22,3,1,3,0,0
25,100000,20.0,21000,1649.0,1,21,3,4,3,3,1
26,19200,0.0,7500,1197.0,1,39,2,4,1,2,1
26,125000,50.0,21000,89.0,0,17,2,2,3,0,0
25,125000,90.0,21000,1299.0,0,17,3,1,3,2,1
23,82000,20.0,20900,1269.0,0,25,2,4,3,1,0
21,19500,0.0,15000,964.0,1,77,2,1,0,1,0
26,50000,70.0,20500,749.0,1,41,3,5,3,0,0
23,70000,20.0,20500,1316.0,0,29,3,1,3,2,1
22,19800,10.0,2100,838.0,0,11,4,1,2,0,0
23,54000,70.0,20375,749.0,1,38,2,4,3,0,0
26,26000,100.0,20050,976.0,1,77,2,1,3,1,0
24,33000,10.0,20000,1099.0,1,61,3,0,3,1,0
23,20000,0.0,5000,1171.0,0,25,4,4,2,1,0
22,20000,60.0,9250,1065.0,0,46,4,4,2,1,0
24,35364,10.0,20000,1253.0,1,57,4,3,3,1,0
25,38000,40.0,20000,1459.0,1,53,4,3,3,3,0
23,32000,30.0,20000,1261.0,1,63,4,0,3,3,0
25,38004,60.0,20000,1311.0,1,53,2,3,3,2,0
23,20000,20.0,6400,1065.0,0,32,4,3,0,1,0
25,38556,90.0,20000,1122.0,1,52,4,4,3,2,1
23,32900,10.0,20000,160.0,1,61,2,1,3,3,0
25,34000,100.0,20000,888.0,1,59,4,2,3,1,0
24,40000,40.0,20000,1253.0,1,5,3,4,3,1,0
26,20000,50.0,4800,599.0,0,24,3,3,0,0,0
25,42000,20.0,20000,1347.0,1,48,4,1,3,2,0
22,42224,70.0,20000,699.0,1,47,4,5,3,0,0
25,20000,0.0,5650,1599.0,0,28,2,4,2,3,1
22,37212,60.0,20000,1669.0,1,54,3,0,3,4,0
25,38000,90.0,20000,1111.0,1,53,4,3,3,1,0
22,45000,0.0,20000,79.0,1,44,4,1,3,0,0
23,45000,40.0,20000,1025.0,1,44,2,4,3,1,0
23,20000,70.0,1200,749.0,0,6,3,3,2,0,0
22,45000,10.0,20000,1392.0,1,44,3,0,3,2,1
24,39000,50.0,20000,1474.0,1,51,2,3,3,3,0
24,46500,50.0,20000,1062.0,1,43,2,1,3,1,0
22,48000,70.0,20000,1065.0,1,42,3,5,3,1,0
22,42000,10.0,20000,1299.0,1,48,3,4,3,3,0
22,48500,10.0,20000,1136.0,1,41,4,5,3,1,0
22,20000,30.0,7500,579.0,0,38,4,1,2,0,0
23,49400,0.0,20000,654.0,1,4,4,1,3,0,0
25,20000,10.0,4000,579.0,0,2,2,5,0,0,0
25,50000,100.0,20000,749.0,1,4,3,0,3,0,0
25,50000,90.0,20000,1343.0,1,4,2,1,3,2,0
22,50000,60.0,20000,1322.0,1,4,2,0,3,2,0
22,20000,10.0,5000,1472.0,0,25,3,5,2,2,0
22,44000,20.0,20000,1568.0,1,45,4,1,3,4,0
25,50950,50.0,20000,1148.0,1,39,3,2,3,1,0
24,51000,80.0,20000,1038.0,1,39,3,5,3,1,0
22,51000,50.0,20000,1253.0,1,39,3,1,3,1,0
22,51000,0.0,20000,1347.0,1,39,2,1,3,2,0
24,51500,60.0,20000,1221.0,1,39,4,5,3,1,0
25,51996,90.0,20000,1099.0,1,38,3,5,3,1,0
25,52000,10.0,20000,1136.0,1,38,4,1,3,1,0
22,46000,20.0,20000,160.0,1,43,4,0,3,3,1
26,20000,10.0,1500,774.0,0,7,3,4,0,0,0
24,52000,80.0,20000,1565.0,1,38,2,1,3,3,1
25,46000,90.0,20000,1178.0,1,43,2,0,3,2,1
22,47000,50.0,20000,1677.0,1,43,3,3,3,3,0
22,54000,20.0,20000,991.0,1,37,4,1,3,1,0
23,48000,70.0,20000,1565.0,1,42,4,3,3,3,0
23,48000,0.0,20000,1496.0,1,42,3,3,3,3,0
23,54000,10.0,20000,1183.0,1,37,4,5,3,1,0
24,48912,0.0,20000,1166.0,1,41,4,3,3,2,0
26,54996,80.0,20000,1218.0,1,36,4,1,3,1,0
24,55000,80.0,20000,691.0,1,36,2,2,3,0,0
25,55000,30.0,20000,691.0,1,36,3,0,3,0,0
26,49000,0.0,20000,1979.0,1,41,3,2,3,5,0
25,55000,0.0,20000,988.0,1,36,4,5,3,1,0
22,20000,0.0,16600,976.0,0,83,3,4,0,1,0
23,55000,50.0,20000,1253.0,1,36,2,0,3,1,0
23,20004,60.0,7125,699.0,0,36,2,4,0,0,0
23,57000,30.0,20000,1689.0,1,35,2,1,3,3,0
22,51012,10.0,20000,1749.0,1,39,4,4,3,3,1
23,20004,20.0,2500,1682.0,0,12,2,1,0,4,1
22,58000,0.0,20000,1311.0,1,34,2,0,3,2,0
23,58800,70.0,20000,766.0,1,34,3,0,3,0,0
26,59000,100.0,20000,617.0,1,34,3,3,3,0,0
26,53000,10.0,20000,1635.0,1,38,4,4,3,4,1
23,60000,70.0,20000,79.0,1,33,2,3,3,0,0
24,54000,20.0,20000,1649.0,1,37,2,5,3,3,0
26,20280,50.0,7000,80.0,0,35,2,2,0,0,0
24,60000,0.0,20000,1099.0,1,33,2,4,3,1,0
24,20352,30.0,7750,691.0,0,38,3,5,2,0,0
25,54000,60.0,20000,888.0,1,37,3,4,3,1,0
23,54000,60.0,20000,1484.0,1,37,3,0,3,3,1
23,54000,20.0,20000,1112.0,1,37,2,4,3,1,0
22,60000,40.0,20000,788.0,1,33,3,1,3,0,0
22,20400,60.0,6000,1599.0,0,29,4,1,0,3,1
24,20400,50.0,5500,1099.0,0,27,4,0,0,1,0
25,54000,10.0,20000,1565.0,1,37,3,4,3,3,1
24,54000,10.0,20000,1704.0,1,37,3,4,3,4,1
23,60000,30.0,20000,1221.0,1,33,2,1,3,1,0
21,20400,20.0,1275,1523.0,0,6,3,1,2,2,1
25,54000,10.0,20000,1411.0,1,37,4,0,3,3,0
24,60000,0.0,20000,1114.0,1,33,2,4,3,1,0
21,20400,50.0,2400,1149.0,0,12,4,3,2,1,0
24,60000,80.0,20000,1387.0,1,33,4,4,3,3,0
26,60000,30.0,20000,1008.0,1,33,4,2,3,1,0
23,54504,10.0,20000,167.0,1,37,4,4,3,4,1
24,55000,20.0,20000,1864.0,1,36,2,5,3,4,0
24,61000,20.0,20000,1218.0,1,33,4,2,3,1,0
25,62000,30.0,20000,654.0,1,32,3,3,3,0,0
24,56000,30.0,20000,1461.0,1,36,4,1,3,3,1
21,56000,40.0,20000,1739.0,1,36,3,5,3,4,1
24,62400,80.0,20000,1112.0,1,32,2,2,3,1,0
25,62400,70.0,20000,1148.0,1,32,2,5,3,1,0
25,63000,30.0,20000,1242.0,1,32,3,3,3,1,0
26,58000,0.0,20000,1025.0,1,34,2,0,3,1,0
23,65000,0.0,20000,1065.0,1,31,3,3,3,1,0
24,20800,0.0,5000,1629.0,0,24,3,4,2,3,1
23,65000,0.0,20000,1037.0,1,31,2,3,3,1,0
23,65000,70.0,20000,1149.0,1,31,3,5,3,1,0
25,20868,0.0,5375,1349.0,0,26,2,5,2,2,1
23,59000,70.0,20000,1229.0,1,34,4,1,3,2,0
21,21000,50.0,3500,1727.0,1,17,2,0,0,3,1
26,65004,70.0,20000,1199.0,1,31,2,0,3,1,0
25,59004,10.0,20000,1484.0,1,34,2,4,3,3,1
23,59004,50.0,20000,1083.0,1,34,2,0,3,1,0
23,65500,20.0,20000,1322.0,1,31,2,0,3,2,0
22,66996,30.0,20000,1218.0,0,3,2,1,3,1,0
23,67000,0.0,20000,1111.0,0,3,2,3,3,1,0
24,67000,50.0,20000,1348.0,0,3,2,2,3,2,1
26,68000,100.0,20000,1075.0,0,29,4,1,3,1,0
25,68000,40.0,20000,1253.0,0,29,4,4,3,2,1
24,62400,40.0,20000,1484.0,1,32,4,0,3,3,0
23,69500,30.0,20000,1774.0,0,29,2,5,3,4,1
25,70000,50.0,20000,999.0,0,29,2,2,3,1,0
22,70000,20.0,20000,691.0,0,29,4,4,3,0,0
25,71004,90.0,20000,1409.0,0,28,2,4,3,3,0
22,21000,40.0,3000,1149.0,0,14,3,0,0,1,0
23,71004,80.0,20000,1409.0,0,28,3,1,3,3,0
23,55392,30.0,20000,152.0,1,31,4,3,3,3,1
24,72000,50.0,20000,1183.0,0,28,2,3,3,1,0
24,21000,40.0,6000,1221.0,0,29,2,4,1,1,0
23,66000,10.0,20000,1411.0,1,3,3,5,3,3,0
22,66000,30.0,20000,1442.0,1,3,2,0,3,3,0
24,72000,40.0,20000,1474.0,0,28,3,2,3,3,1
24,74000,0.0,20000,1269.0,0,27,3,2,3,1,0
22,21120,30.0,1625,1689.0,1,8,3,0,0,3,1
25,21221,40.0,8500,963.0,0,4,4,5,0,1,0
24,75000,40.0,20000,888.0,0,27,3,2,3,1,0
26,75000,50.0,20000,691.0,0,27,4,3,3,0,0
25,75000,0.0,20000,1038.0,0,27,3,4,3,1,0
22,69000,60.0,20000,1099.0,1,29,4,0,3,1,0
26,21600,50.0,5200,1242.0,0,24,3,1,2,1,0
24,69000,0.0,20000,1482.0,1,29,4,2,3,4,0
23,75600,30.0,20000,1632.0,0,26,3,4,3,4,1
23,59497,0.0,20000,160.0,1,29,3,3,3,4,0
23,76000,70.0,20000,1037.0,0,26,3,3,3,1,0
26,70000,70.0,20000,1316.0,1,29,3,0,3,2,0
24,70000,80.0,20000,1488.0,1,29,4,5,3,4,0
22,77004,60.0,20000,1398.0,0,26,4,0,3,2,0
26,71004,0.0,20000,1336.0,1,28,2,2,3,3,1
24,21600,80.0,8000,542.0,0,37,2,3,0,0,0
26,78000,80.0,20000,1385.0,0,26,4,2,3,2,1
23,61200,40.0,20000,1114.0,1,28,2,3,3,1,0
21,21600,20.0,3800,599.0,0,18,2,0,0,0,0
23,78000,30.0,20000,1158.0,0,26,3,5,3,1,0
23,78500,70.0,20000,1385.0,0,25,4,3,3,2,1
23,79000,50.0,20000,1689.0,0,25,4,1,3,3,1
23,80000,40.0,20000,79.0,0,25,4,3,3,0,0
23,21600,20.0,6000,1268.0,0,28,4,5,2,2,0
22,62900,60.0,20000,1491.0,1,27,4,3,3,3,0
24,80000,30.0,20000,1306.0,0,25,4,5,3,2,0
25,80000,70.0,20000,888.0,0,25,4,1,3,1,0
23,21600,70.0,2000,617.0,0,9,4,1,0,0,0
22,80000,30.0,20000,1398.0,0,25,4,1,3,2,1
22,21600,30.0,8500,654.0,0,39,4,5,2,0,0
26,62900,20.0,20000,1385.0,1,27,3,3,3,2,0
26,21600,0.0,1000,1036.0,0,5,3,2,0,1,0
25,74004,20.0,20000,1595.0,1,27,4,4,3,4,1
25,80004,90.0,20000,1426.0,0,25,4,2,3,2,1
23,80700,70.0,20000,1171.0,0,25,2,3,3,1,0
22,81000,30.0,20000,1349.0,0,25,4,0,3,2,0
24,21600,0.0,2000,1484.0,1,9,2,0,0,3,0
23,76042,60.0,20000,1505.0,1,26,4,2,3,3,1
22,76654,20.0,20000,1379.0,1,26,4,1,3,2,1
24,83500,10.0,20000,1348.0,0,24,3,1,3,2,0
23,84000,70.0,20000,1111.0,0,24,4,4,3,1,0
25,84000,90.0,20000,1392.0,0,24,2,1,3,2,0
23,21600,0.0,4400,1253.0,0,2,2,1,2,1,0
21,21600,20.0,10000,1114.0,0,46,2,0,0,1,0
24,78996,20.0,20000,1411.0,1,25,2,2,3,3,0
23,85000,0.0,20000,749.0,0,24,2,3,3,0,0
25,85000,30.0,20000,1025.0,0,24,3,0,3,1,0
26,73000,30.0,20000,1253.0,1,27,2,4,3,1,0
21,21816,20.0,1500,1186.0,0,7,3,4,0,1,0
23,21840,10.0,9000,788.0,0,41,3,5,2,0,0
22,87000,50.0,20000,1385.0,0,23,4,0,3,2,0
23,21996,40.0,6000,1323.0,0,27,4,4,2,2,0
23,78000,0.0,20000,1825.0,1,26,2,2,3,5,1
24,90000,90.0,20000,654.0,0,22,3,0,3,0,0
23,90000,20.0,20000,1149.0,0,22,4,3,3,1,0
26,90000,100.0,20000,1149.0,0,22,3,3,3,1,0
22,22000,60.0,7000,1171.0,0,32,2,1,0,1,0
23,90000,0.0,20000,1357.0,0,22,4,0,3,2,0
25,91229,20.0,20000,1435.0,0,22,3,1,3,2,0
26,22000,30.0,3825,1065.0,0,17,4,0,0,1,0
22,92000,60.0,20000,1565.0,0,22,2,5,3,5,1
25,22000,90.0,5875,662.0,1,27,2,1,0,0,0
25,92407,90.0,20000,925.0,0,22,2,3,3,1,0
22,22000,0.0,2400,1171.0,0,11,3,3,0,1,0
24,22000,80.0,8000,542.0,0,36,4,4,0,0,0
26,93492,0.0,20000,945.0,0,21,4,0,3,1,0
23,22000,50.0,1550,749.0,1,7,2,0,0,0,0
23,95000,20.0,20000,1099.0,0,21,2,1,3,1,0
21,22000,50.0,7350,766.0,0,33,2,5,2,0,0
23,96000,10.0,20000,1304.0,0,21,3,3,3,2,0
22,22000,60.0,7200,714.0,0,33,2,4,0,0,0
22,85200,60.0,20000,1565.0,1,23,4,5,3,3,1
22,98000,20.0,20000,1183.0,0,2,4,1,3,1,0
24,22000,10.0,3000,160.0,0,14,2,0,2,3,1
23,99000,70.0,20000,1528.0,0,2,4,1,3,3,0
21,22000,20.0,4000,1505.0,0,18,4,0,2,3,0
22,22000,10.0,8500,1505.0,0,39,4,0,2,3,0
24,99996,0.0,20000,1422.0,0,2,3,2,3,2,1
25,87996,0.0,20000,1635.0,1,23,3,2,3,4,0
26,22000,60.0,7500,1096.0,0,34,2,5,2,1,0
25,100000,90.0,20000,1306.0,0,2,2,2,3,2,0
25,100000,90.0,20000,1306.0,0,2,2,2,3,2,1
22,74800,30.0,20000,1496.0,1,23,4,3,3,3,1
23,74800,10.0,20000,1704.0,1,23,2,3,3,4,1
22,100000,0.0,20000,1221.0,0,2,3,4,3,1,0
25,22260,90.0,6400,788.0,0,29,4,4,0,0,0
26,104000,0.0,20000,1074.0,0,19,2,0,3,1,0
23,93000,60.0,20000,1322.0,1,22,3,4,3,2,0
23,95000,0.0,20000,1459.0,1,21,2,0,3,3,1
23,110000,30.0,20000,1242.0,0,18,3,1,3,1,0
22,110000,70.0,20000,1417.0,0,18,3,1,3,2,0
22,110000,60.0,20000,1372.0,0,18,3,0,3,2,0
24,110000,10.0,20000,1038.0,0,18,4,4,3,1,0
22,22800,50.0,2000,751.0,0,9,3,4,0,0,0
22,22800,0.0,7125,1171.0,1,31,3,2,0,1,0
23,22800,20.0,3000,89.0,1,13,2,4,0,0,0
25,85000,70.0,20000,1739.0,1,2,2,3,3,4,0
23,22800,30.0,4800,579.0,0,21,2,4,0,0,0
23,120000,40.0,20000,1037.0,0,17,4,3,3,1,0
24,22800,30.0,4750,1136.0,0,21,3,2,2,1,0
24,121000,80.0,20000,89.0,0,17,3,5,3,0,0
23,125000,70.0,20000,1111.0,0,16,4,5,3,1,0
22,22800,0.0,3000,894.0,0,13,2,1,0,0,0
25,130000,0.0,20000,1527.0,0,15,2,4,3,2,0
26,130000,100.0,20000,1311.0,0,15,4,0,3,2,1
23,22884,40.0,6000,160.0,0,26,2,1,0,4,0
24,133000,30.0,20000,1236.0,0,15,2,1,3,3,1
22,23000,50.0,10625,751.0,0,46,4,0,0,0,0
21,23000,20.0,7000,89.0,0,3,3,3,0,0,0
25,140000,90.0,20000,654.0,0,14,4,1,3,0,0
24,138000,20.0,20000,1599.0,1,14,3,5,3,3,1
23,23000,70.0,3600,1727.0,1,16,3,2,0,3,1
26,148000,10.0,20000,1799.0,1,14,3,0,3,4,0
22,160000,60.0,20000,749.0,0,13,4,4,3,0,0
22,23000,20.0,4800,100.0,0,21,4,0,0,1,0
26,160000,30.0,20000,999.0,0,13,3,2,3,1,0
26,168000,10.0,20000,1136.0,0,12,4,5,3,1,0
26,172500,30.0,20000,1183.0,0,12,2,2,3,1,0
21,23000,60.0,3000,1335.0,0,13,3,0,0,2,0
25,175000,30.0,20000,1472.0,0,11,2,0,3,2,1
25,58000,90.0,19900,1183.0,1,34,4,3,3,1,0
26,116000,100.0,19800,1148.0,0,17,4,3,3,1,0
26,19500,0.0,500,1141.0,0,3,2,3,3,2,0
21,19000,0.0,700,1229.0,0,4,2,1,3,2,0
22,23000,40.0,7000,1496.0,0,3,3,1,0,3,1
25,19000,0.0,750,1229.0,0,4,4,0,3,2,1
22,10000,0.0,1000,1474.0,1,1,4,2,3,3,0
22,23000,10.0,2400,963.0,0,1,4,1,0,0,0
21,23000,0.0,2400,1221.0,0,1,4,1,1,1,0
22,11760,0.0,1000,1398.0,0,9,4,5,3,2,0
25,12000,0.0,1000,1065.0,0,8,2,1,3,1,0
21,12000,10.0,1000,1398.0,0,8,2,1,3,2,0
22,12000,0.0,1000,1357.0,1,8,3,4,3,2,0
22,12240,10.0,1000,1496.0,1,8,3,4,3,3,1
21,14400,10.0,1000,1629.0,1,7,4,5,3,3,0
23,23040,0.0,2000,1111.0,0,9,3,5,2,1,0
22,14400,20.0,1000,1669.0,1,7,3,5,3,4,1
21,23040,0.0,15000,894.0,0,65,2,1,2,0,0
22,15000,0.0,1000,143.0,1,7,3,3,3,3,1
21,16000,20.0,1000,1565.0,1,6,3,5,3,3,1
22,16800,20.0,1000,1348.0,0,6,4,1,3,2,1
24,19200,20.0,1000,1253.0,0,5,4,1,3,1,0
23,39600,50.0,19000,1062.0,1,48,2,1,3,1,0
22,39900,40.0,19000,1218.0,1,48,3,5,3,1,0
25,47000,40.0,19000,1199.0,1,4,2,3,3,1,0
25,50000,20.0,19000,1099.0,1,38,4,2,3,1,0
24,23500,20.0,7000,1038.0,0,3,3,0,0,1,0
26,47500,100.0,19000,167.0,1,4,4,4,3,4,1
23,54586,50.0,19000,1114.0,1,35,2,4,3,1,0
26,62004,50.0,19000,749.0,1,31,2,3,3,0,0
22,70000,10.0,19000,888.0,0,27,4,3,3,1,0
23,72000,30.0,19000,1099.0,0,26,4,3,3,1,0
24,73000,80.0,19000,1062.0,0,26,3,2,3,1,0
23,78000,20.0,19000,89.0,0,24,2,5,3,0,0
25,23920,0.0,6000,1459.0,1,25,2,3,0,3,1
26,96000,60.0,19000,1322.0,0,2,2,4,3,2,1
24,105000,20.0,19000,1229.0,0,18,2,2,3,2,1
24,175000,10.0,19000,1148.0,0,11,3,4,3,1,0
26,55000,70.0,18800,699.0,1,34,2,0,3,0,0
22,70000,20.0,18750,1038.0,0,27,2,0,3,1,0
22,36500,0.0,18725,654.0,1,51,3,5,3,0,0
22,43000,40.0,18550,1183.0,1,43,4,0,3,1,0
24,24000,0.0,7100,1242.0,0,3,3,5,2,1,0
24,34300,40.0,18500,1071.0,1,54,2,3,3,1,0
21,36000,30.0,18500,1091.0,1,51,3,1,3,2,0
22,38000,20.0,18500,766.0,1,49,4,3,3,0,0
25,55784,20.0,18500,1361.0,1,33,3,0,3,2,0
23,74196,20.0,18500,1126.0,0,25,3,1,3,1,0
25,75000,0.0,18500,749.0,0,25,3,1,3,0,0
24,73000,0.0,18500,79.0,1,25,2,2,3,0,0
22,24000,50.0,8000,991.0,0,33,2,3,2,1,0
21,24000,0.0,3000,79.0,0,13,4,5,0,0,0
24,78000,10.0,18500,1533.0,1,24,2,5,3,5,0
26,145000,30.0,18500,1287.0,0,13,3,1,3,2,1
22,24000,50.0,5000,79.0,0,21,2,1,0,0,0
22,48888,10.0,18400,1316.0,1,38,2,4,3,2,0
22,50000,20.0,18400,999.0,1,37,2,0,3,1,0
23,120000,70.0,18400,89.0,0,15,2,4,3,0,0
22,24000,10.0,5000,1465.0,1,21,4,5,0,2,0
25,24000,0.0,6000,1349.0,0,25,3,0,0,2,1
22,34000,0.0,18250,1025.0,1,54,3,5,3,1,0
24,35004,30.0,18250,1149.0,1,52,4,4,3,1,0
25,34500,10.0,18250,1704.0,1,53,3,5,3,4,0
23,42504,0.0,18250,1025.0,1,43,3,3,3,1,0
22,24000,40.0,1300,542.0,0,5,3,5,0,0,0
22,36996,20.0,18250,1461.0,1,49,2,4,3,3,1
24,45600,20.0,18250,1335.0,1,4,4,5,3,2,0
23,46000,60.0,18250,1075.0,1,4,2,4,3,1,0
25,46000,80.0,18250,1426.0,1,4,3,0,3,2,0
25,55044,40.0,18250,1756.0,1,33,2,5,3,4,0
22,50000,60.0,18250,167.0,1,36,3,0,3,4,1
23,50000,40.0,18225,1074.0,1,36,2,5,3,1,0
26,44000,0.0,18225,1491.0,1,41,4,2,3,3,0
24,36000,40.0,18200,888.0,1,51,4,5,3,1,0
25,36400,20.0,18200,991.0,1,5,4,4,3,1,0
22,36000,60.0,18200,1171.0,1,51,3,0,3,1,0
24,55000,40.0,18200,1099.0,1,33,2,1,3,1,0
23,27000,20.0,18000,1154.0,1,67,4,5,3,2,1
23,24000,20.0,8000,1562.0,0,33,2,1,2,3,0
23,33000,40.0,18000,991.0,1,55,4,5,3,1,0
21,30720,50.0,18000,1348.0,1,59,4,1,3,2,1
23,39996,20.0,18000,925.0,1,45,4,1,3,1,0
25,40000,20.0,18000,1311.0,1,45,3,3,3,2,1
22,24000,20.0,5000,1099.0,0,21,4,0,0,1,0
25,42000,30.0,18000,617.0,1,43,2,5,3,0,0
24,24000,30.0,8000,599.0,0,33,4,3,0,0,0
24,24000,10.0,2400,749.0,0,1,2,1,2,0,0
24,42765,90.0,18000,1103.0,1,42,2,0,3,2,1
24,43000,90.0,18000,79.0,1,42,2,3,3,0,0
22,44000,70.0,18000,1357.0,1,41,4,1,3,2,1
24,44000,60.0,18000,1218.0,1,41,2,5,3,1,0
25,39000,30.0,18000,1719.0,1,46,3,3,3,4,0
22,46800,60.0,18000,1523.0,1,38,2,3,3,2,1
24,42000,80.0,18000,1446.0,1,43,3,2,3,3,1
24,24000,50.0,4200,699.0,0,17,3,5,2,0,0
24,43400,20.0,18000,1663.0,1,41,2,0,3,4,1
24,50000,10.0,18000,1242.0,1,36,4,3,3,1,0
24,50000,40.0,18000,79.0,1,36,4,5,3,0,0
23,24000,20.0,5000,1599.0,1,21,2,3,0,3,1
26,50000,50.0,18000,1311.0,1,36,3,1,3,2,0
22,50000,60.0,18000,1379.0,1,36,2,5,3,2,0
22,24000,30.0,2500,1059.0,0,1,2,1,2,1,0
22,24000,10.0,6000,1268.0,0,25,4,3,2,2,1
25,52000,20.0,18000,1298.0,1,35,4,5,3,2,0
22,52000,10.0,18000,1385.0,1,35,4,5,3,2,1
25,52526,90.0,18000,1221.0,1,34,2,5,3,1,0
22,46610,60.0,18000,1071.0,1,39,3,0,3,1,0
24,48000,50.0,18000,654.0,1,38,2,4,3,0,0
23,24000,0.0,8000,579.0,0,33,3,4,2,0,0
25,55000,20.0,18000,1284.0,1,33,2,1,3,2,0
25,55344,20.0,18000,1099.0,1,33,4,2,3,1,0
23,24000,50.0,1375,1111.0,1,6,4,3,0,1,0
24,56000,20.0,18000,1348.0,1,32,3,1,3,2,0
21,50000,20.0,18000,1474.0,1,36,2,1,3,3,0
21,52240,50.0,18000,1969.0,1,34,2,3,3,4,0
26,53000,20.0,18000,1719.0,1,34,3,5,3,4,1
22,60000,30.0,18000,1632.0,0,3,4,1,3,3,0
22,60000,0.0,18000,933.0,0,3,3,1,3,1,0
25,61500,10.0,18000,1323.0,0,29,2,1,3,2,1
26,24000,100.0,5000,766.0,1,21,3,3,0,0,0
22,62000,0.0,18000,1385.0,0,29,4,3,3,2,1
23,24000,10.0,5600,963.0,0,23,3,1,0,1,0
24,24000,20.0,10000,692.0,0,42,4,5,2,0,0
22,63000,0.0,18000,963.0,0,29,4,5,3,1,0
23,63000,10.0,18000,1099.0,0,29,3,1,3,1,0
23,63000,20.0,18000,1357.0,0,29,3,1,3,2,1
25,65000,90.0,18000,1399.0,0,28,3,2,3,2,0
24,59000,10.0,18000,1496.0,1,31,4,2,3,3,1
26,59000,20.0,18000,160.0,1,31,4,5,3,4,0
26,60000,20.0,18000,1629.0,1,3,2,2,3,3,1
25,66000,90.0,18000,1025.0,0,27,3,1,3,1,0
21,68000,40.0,18000,1065.0,0,26,2,1,3,1,0
24,70000,10.0,18000,988.0,0,26,2,2,3,1,0
25,54400,100.0,18000,160.0,1,28,2,3,3,4,1
25,70200,90.0,18000,1645.0,0,26,2,1,3,4,0
25,65000,30.0,18000,1533.0,1,28,4,4,3,3,0
26,71820,100.0,18000,1183.0,0,25,2,0,3,1,0
24,66000,20.0,18000,1454.0,1,27,4,4,3,3,1
24,72000,40.0,18000,788.0,0,25,2,5,3,0,0
24,24000,30.0,3000,1398.0,0,13,2,1,2,2,0
25,24000,0.0,1200,1521.0,0,5,4,5,0,3,1
23,75000,70.0,18000,1273.0,0,24,4,1,3,2,1
25,24000,20.0,3500,1558.0,1,15,2,4,0,3,1
23,75576,70.0,18000,988.0,0,24,3,1,3,1,0
21,24000,20.0,7000,1186.0,0,29,2,3,2,1,0
